"url","name","topics","skills","type","description"
"https://www.edx.org/xseries/fundamentals-computer-science","Fundamentals of Computer Science XSeries Program | edX","['Computer Science Courses', ""IITBombayX's Fundamentals of Computer Science""]","[None, None, None, None, None, None, None, None, None, None]","XSeries","Basic programming skills\nHow to write C++ programs to solve real world computational problems\nHow to use object-oriented programming to design modern software systems that adapt to highly rapid change\nHow best to use different data structures to represent, organize, and manipulate data\nTo inculcate design thinking for building system that scale\nThe importance of efficient algorithms in terms of time and space complexity\n"
"https://www.edx.org/xseries/harvardx-fundamentals-of-neuroscience","Fundamentals of Neuroscience XSeries Program | edX","['Biology & Life Sciences Courses', ""HarvardX's Fundamentals of Neuroscience"", 'Biology & Life Sciences', 'Fundamentals of Neuroscience']","[]","XSeries","Fundamentals of bioelectricity\nHow you can do neuroscience in your home\nHow neurons communicate with each other\nHow sensory perception works in the brain\nThe basic anatomy of functional areas of the brain\n"
"https://www.edx.org/xseries/upvalenciax-fundamentos-de-fisica-para-ingenieria","Fundamentos de FÃ­sica para ingenierÃ­a XSeries Program | edX","['Physics Courses', ""UPValenciaX's Fundamentos de FÃ\xadsica para ingenierÃ\xada"", 'Physics', 'Fundamentos de FÃ\xadsica para ingenierÃ\xada']","[]","XSeries","Las magnitudes fÃ­sicas y el Ã¡lgebra vectorial, asÃ­ como los fundamentos de la cinemÃ¡tica y dinÃ¡mica del punto.\nLos conceptos de trabajo, potencia y energÃ­a mecÃ¡nica, y los fundamentos de las ondas.\nEl Principio de Huygens, el Efecto Doppler y la PolarizaciÃ³n de ondas.\nLos fenÃ³menos de reflexiÃ³n, refracciÃ³n y difracciÃ³n.\nEl campo elÃ©ctrico, el campo magnÃ©tico y la inducciÃ³n magnÃ©tica.\n"
"https://www.edx.org/xseries/uamx-fundamentos-de-quimica-organica","Fundamentos de QuÃ­mica OrgÃ¡nica XSeries Program | edX","['Chemistry Courses', ""UAMx's Fundamentos de QuÃ\xadmica OrgÃ¡nica"", 'Chemistry', 'Fundamentos de QuÃ\xadmica OrgÃ¡nica']","[]","XSeries","AdquirirÃ¡s importantes bases de la QuÃ­mica OrgÃ¡nica.\nEl programa satisfarÃ¡ tu curiosidad sobre la estructura molecular de numerosas sustancias.\nApreciarÃ¡s la importancia que ciertas molÃ©culas tienen, sean naturales o no, sobre la preservaciÃ³n de la vida, el control de enfermedades y la producciÃ³n eficiente de alimentos.\nDescubrirÃ¡s que la QuÃ­mica en general, y la QuÃ­mica OrgÃ¡nica en particular, no es el problema, sino ciertamente la soluciÃ³n a una enorme cantidad de problemas cotidiano.\nBases de las tÃ©cnicas de separaciÃ³n y purificaciÃ³n.\nNociones de las tÃ©cnicas de determinaciÃ³n de la estructura molecular.\nComprensiÃ³n de las molÃ©culas esenciales para la vida.\n"
"https://www.edx.org/xseries/javerianax-genero-una-mirada-participativa-en-entornos-ecologicos-y-en-la-vida-digital","GÃ©nero: una mirada participativa en entornos ecolÃ³gicos y en la vida digital XSeries Program | edX","['Environmental Studies Courses', ""JaverianaX's GÃ©nero: una mirada participativa en entornos ecolÃ³gicos y en la vida digital"", 'Environmental Studies', 'GÃ©nero: una mirada participativa en entornos ecolÃ³gicos y en la vida digital']","[]","XSeries","Conocer los conceptos clave del enfoque de gÃ©nero.\nIdentificar la importancia de entender la ecologÃ­a y la responsabilidad mediÃ¡tica en la era digital como una acciÃ³n participativa desde una  perspectiva de gÃ©nero en las comunidades vulnerables.\nConocer estrategias comunitarias, en clave de Ã©tica ambiental con perspectiva de gÃ©nero, que contribuyan al mejoramiento de los entornos  ecolÃ³gicos.\nComprender las nuevas formas de mediatizaciÃ³n y el comportamiento de las redes sociales en la participaciÃ³n ciudadana con enfoque de gÃ©nero.\nConocer las propuestas de activismo en gÃ©nero y los conflictos frente al lenguaje y el espacio  digital en el que se llevan a cabo.\n"
"https://www.edx.org/xseries/berkleex-grabacion-produccion-musical","GrabaciÃ³n y producciÃ³n musical XSeries Program | edX","['Music Courses', ""BerkleeX's GrabaciÃ³n y producciÃ³n musical"", 'Music', 'GrabaciÃ³n y producciÃ³n musical']","[]","XSeries","Analizar el concepto y las implicaciones del papel del productor\nDesarrollar una metodologÃ­a para abordar tu estilo de producciÃ³n\nSentirse cÃ³modos al trabajar con una EstaciÃ³n de Audio Digital\nExplorar la manipulaciÃ³n de las emociones a travÃ©s de la producciÃ³n de mÃºsica\nTrabajar como un productor de mÃºsica durante todas las etapas de la producciÃ³n, desde la preproducciÃ³n, la grabaciÃ³n, la ediciÃ³n, la mezcla y la masterizaciÃ³n\n"
"https://www.edx.org/xseries/uamx-griego-clasico","Griego clÃ¡sico XSeries Program | edX","['Language Courses', ""UAMx's Griego clÃ¡sico"", 'Language', 'Griego clÃ¡sico']","[]","XSeries","QuÃ© tipo de lengua es el griego clÃ¡sico y cuÃ¡les son sus caracterÃ­sticas fundamentales\nCÃ³mo leer y escribir en alfabeto griego, tanto a mano como con el ordenador\nCÃ³mo es el sistema de declinaciones de los nombres, adjetivos y pronombres\nCÃ³mo se conjugan los verbos griegos y cuÃ¡les son los tipos de oraciones mÃ¡s importantes\nQuÃ© nos cuentan los mitos de Prometeo y Pandora, quiÃ©n fue SÃ³crates y quÃ© escribiÃ³ PlatÃ³n sobre Ã©l, cÃ³mo entendÃ­a AristÃ³teles la polÃ­tica, y quÃ© imagen del amor ofrece la literatura griega\nCÃ³mo se desarrollaron las Guerras MÃ©dicas, una serie de enfrentamientos entre los griegos y los persas que marcaron todo el curso posterior de la historia de Europa\nQuÃ© vocabulario predomina en los textos de contenido militar a travÃ©s del estudio de diversas familias lÃ©xicas\n"
"https://www.edx.org/xseries/urosariox-historias-de-la-creatividad-en-el-sur-global-arte-arquitectura-y-diseno","Historias de la creatividad en el sur global: arte, arquitectura y diseÃ±o XSeries Program | edX","['Art & Culture Courses', ""URosarioX's Historias de la creatividad en el sur global: arte, arquitectura y diseÃ±o"", 'Art & Culture', 'Historias de la creatividad en el sur global: arte, arquitectura y diseÃ±o']","[]","XSeries","Conceptos fundamentales del arquitectura del mundo islÃ¡mico\nHistorias de la identidad latinoamericana a travÃ©s de la moda, prendas y accesorios representativos\nEstudio de objetos artesanales, artÃ­sticos y de diseÃ±o latinoamericanos\n"
"https://www.edx.org/xseries/china-civilization-empire","History of China: Bronze Age to the Last Dynasties XSeries Program | edX","['History Courses', ""HarvardX's History of China: Bronze Age to the Last Dynasties"", 'History', 'History of China: Bronze Age to the Last Dynasties']","[]","XSeries","Chinaâs origins and how early concepts in Chinese culture still matter in the 21st century\nHow the relationship to the self evolved with the spread of aristocratic culture and Buddhism\nClassical Chinese poetry and the ancient art of calligraphy\nHow a shifting social and political elite ultimately brings unity to China, ushering in an age of global empire\nHow the economic and political realities of todayâs China originated in the region centuries ago\n"
"https://www.edx.org/xseries/china-modern-world","History of China: The Modern Era XSeries Program | edX","['History Courses', ""HarvardX's History of China: The Modern Era"", 'History', 'History of China: The Modern Era']","[]","XSeries","An overview of modern Chinese history, including the fall of the Qing and the end of imperial China.\nHow China engaged with the West and how this confrontation still resonates today.\nThe birth of modern China between the fall of the Qing and the end of World War II.\nThe rise of the Communist Party, the Cultural Revolution, and the reopening of China.\nChina from the rise of Deng Xiaoping to the present.\nChinaâs global leadership role in the 21st century.\n"
"https://www.edx.org/xseries/lasallex-history-of-games","History of Games XSeries Program | edX","['Computer Science Courses', ""LaSalleX's History of Games""]","[None, None, None, None, None, None, None, None, None, None]","XSeries","How games evolved from board games to virtual reality games, creating a new reality for the game industry.\nHow to distinguish the design, features and applications of video game consoles, such as Sony and Nintendo, developed in specific eras.\nHow to research, analyze and deconstruct games into their component parts, systems and dynamics at an introductory level.\nHow to identify the major events that affected the history of gaming: the invention of the personal computer, the creation of consoles and microconsoles, and the evolution of games played on mobile devices and social media.\n"
"https://www.edx.org/xseries/intellectual-disability-healthcare","Intellectual Disability Healthcare XSeries Program | edX","['Social Sciences Courses', ""UQx's Intellectual Disability Healthcare"", 'Social Sciences', 'Intellectual Disability Healthcare']","[]","XSeries","What is the experience of people with intellectual disability around the world, what barriers do they face, and how do they overcome these?\nWhat are their healthcare needs and how can good health be promoted?\nWhat health conditions do they commonly experience and how can these be assessed and managed?\nWhat influence do other factors such as ageing and epilepsy have on their health?\nWhat mental health issues do they have and how can these be recognised and managed?\nWhat are some of the ethical and legal issues that are of particular relevance to them?\n"
"https://www.edx.org/xseries/federicax-introduccion-a-la-ciencia-politica-ipsamooc","IntroducciÃ³n a la ciencia polÃ­tica IPSAMOOC XSeries Program | edX","['Social Sciences Courses', ""FedericaX's IntroducciÃ³n a la ciencia polÃ\xadtica IPSAMOOC"", 'Social Sciences', 'IntroducciÃ³n a la ciencia polÃ\xadtica IPSAMOOC']","[]","XSeries","Las principales caracterÃ­sticas de los regÃ­menes polÃ­ticos y cÃ³mo se gobiernan los regÃ­menes democrÃ¡ticos.\nLos principales retos de la polÃ­tica global y cÃ³mo afecta las relaciones internacionales.\nLas bases de los diseÃ±os y mÃ©todos de investigaciÃ³n en las ciencias polÃ­ticas.\nDesarrollo del pensamiento conceptual y construcciÃ³n de una teorÃ­a fundamental mediante el empleo de conceptos polÃ­ticos.\n"
"https://www.edx.org/xseries/introduction-developmental-social","Introduction to Developmental, Social & Clinical Psychology XSeries Program | edX","['Humanities Courses', ""UQx's Introduction to Developmental, Social & Clinical Psychology"", 'Humanities', 'Introduction to Developmental, Social & Clinical Psychology']","[]","XSeries","An understanding of human behaviour in social settings\nAn appreciation for how we develop over our lifespan\nAn introduction to common psychological disorders and how we treat them\nAn understanding of the benefits of systematic research, and how to conduct and report it\n"
"https://www.edx.org/xseries/lasallex-introduction-to-game-design","Introduction to Game Design XSeries Program | edX","['Computer Science Courses', ""LaSalleX's Introduction to Game Design""]","[None, None, None, None, None, None, None, None, None, None]","XSeries","How to use theoretical design frameworks, target audience information and game psychology to aid in the game design process.\nHow to define success for your game, evaluate its viability, and design and prototype the game idea you have selected.\nHow to produce and finalize your game, including finalizing card games and board games and designing packaging and a clear rule book.\nHow to achieve game balance through various tools, including fairness, challenge versus success, simplicity and complexity, dominant strategies, and skill versus chance.\n"
"https://www.edx.org/xseries/lasallex-introduction-to-level-design","Introduction to Level Design XSeries Program | edX","['Computer Science Courses', ""LaSalleX's Introduction to Level Design""]","[None, None, None, None, None, None, None, None, None, None]","XSeries","How level design has evolved, how it contributes to a playerâs experience and the different elements it must balance.\nHow to classify the different elements that story-based design and dungeon design incorporate in different game genres.\nHow to recognize the unique characteristics of different game genres, such as platformers, racing games, strategy games and MOBAs.\nHow to evaluate whether a given shooter map is well designed by applying level design concepts and tools.\n"
"https://www.edx.org/xseries/federicax-introduction-to-political-science","Introduction to Political Science IPSAMOOC XSeries Program | edX","['Social Sciences Courses', ""FedericaX's Introduction to Political Science IPSAMOOC"", 'Social Sciences', 'Introduction to Political Science IPSAMOOC']","[]","XSeries","The main characteristics of political regimes and how democratic regimes are governed\nThe main challenges in global politics\nThe fundamentals of research designs and methods in the social sciences\nDevelopment of conceptual thinking and elementary theory building through the employment of political concepts\n"
"https://www.edx.org/xseries/mitx-introductory-electricity-and-magnetism","Introductory Electricity and Magnetism XSeries Program | edX","['Physics Courses', ""MITx's Introductory Electricity and Magnetism"", 'Physics', 'Introductory Electricity and Magnetism']","[]","XSeries","Electric and Magnetic Fields\nElectric and Magnetic Dipoles\nSimple AC and DC circuits\nElectromagnetic Radiation and Energy Flow\n"
"https://www.edx.org/xseries/mitx-introductory-mechanics","Introductory Mechanics XSeries Program | edX","['Physics Courses', ""MITx's Introductory Mechanics"", 'Physics', 'Introductory Mechanics']","[]","XSeries","Kinematics\nForces and Free Body Diagrams\nCircular Motion\nEnergy\nTorque and Rotational Dynamics\nSimple Harmonic Motion\n"
