"url","name","topics","skills","type","description"
"https://www.coursera.org/specializations/academic-skills","Academic Skills for University Success | Coursera","['Social Sciences', 'Education']","[]","specialization","b'Develop skills in information & digital literacy, problem-solving, critical thinking and communication.\\n\\nThis Specialization is a high-level academic skills course designed to increase your level of academic preparedness prior to commencement of your studies in an English-medium university. The course equips you for full participation and engagement with your studies by building awareness and understanding of the core values and expectations of academic culture.'"
"https://www.coursera.org/specializations/accounting","Introduction to Financial Accounting: The Accounting Cycle | Coursera","['Business', 'Finance']","['Practical Applications', 'Financial Statement', 'Practical Applications in Accounting', 'Accounting Cycle']","specialization","b'In this hands-on Specialization you will practice completing each step of the accounting cycle within Microsoft Excel, from analyzing and recording the first financial transactions of the year all the way through starting the new fiscal year.\\n\\nThe skills covered in this course include recording in the journal, posting in the ledgers, preparing financial statements, recording and posting closing entries, as well as preparing trial balances.'"
"https://www.coursera.org/specializations/accounting-data-analytics","Accounting Data Analytics | Coursera","['Data Science', 'Data Analysis']","['Machine Learning', 'Python Programming', 'Data Visualization (DataViz)', 'Data Preparation', 'Exploratory Data Analysis', 'Data Analysis', 'Predictive Analytics', 'Data Architecture', 'coding', 'Linear Regression', 'SQL', 'Text Analysis']","specialization","b""This specialization develops learners\xc3\xa2\xc2\x80\xc2\x99 analytics mindset and knowledge of data analytics tools and techniques. Specifically, this specialization develops learners' analytics skills by first introducing an analytic mindset, data preparation, visualization, and analysis using Excel. Next, this specialization develops learners' skills of using Python for data preparation, data visualization, data analysis, and data interpretation and the ability to apply these skills to issues relevant to accounting. This specialization also develops learners\xc3\xa2\xc2\x80\xc2\x99 skills in machine learning algorithms (using Python), including classification, regression, clustering, text analysis, time series analysis, and model optimization, as well as their ability to apply these machine learning skills to real-world problems."""
"https://www.coursera.org/specializations/active-optical-devices","Active Optical Devices | Coursera","['Physical Science and Engineering', 'Electrical Engineering']","['design lasers', 'design displays', 'design detectors', 'analyze lasers and detectors']","specialization","b'The courses in this specialization can also be taken for academic credit as ECEA 5605-5607, part of CU Boulder\xc3\xa2\xc2\x80\xc2\x99s Master of Science in Electrical Engineering degree. Enroll here.\\n\\nThis Active Optical Devices specialization is designed to help you gain complete understanding of active optical devices by clearly defining and interconnecting the fundamental physical mechanisms, device design principles, and device performance. You will study and gain active experience with light emitting semiconductor devices like light emitting diodes and lasers, nanophotonics, optical detectors, and displays.\\n\\nSpecialization Learning Outcomes:\\n\\n*Analyze and design semiconductor light sources, and surrounding optical systems\\n\\n*Analyze and design detection systems for LIDAR, microscopy and cameras\\n\\n*Analyze and design systems for optical device systems that can adapt to the environment at hand.\\n\\n*Use lasers and optical electronics in electronic systems through an understanding of the interaction of light and atoms, laser rate equations and noise in photo-detection.'"
"https://www.coursera.org/specializations/adapting-career-development","Adapting: Career Development | Coursera","['Business', 'Leadership and Management']","['Career Development', 'Stress Management', 'Resilience', 'Diversity (Business)', 'Cultural intelligence']","specialization","b""Organisations are undergoing enormous changes in their structures and processes as they seek to take advantage of innovations in technology, remain competitive in Globalising markets, and deal with the increasing diversity of their staff, customers, and supply chains. The four subjects in this specialisation will examine the personal implications of the changing organisational environment - the need to continuously adapt and learn, to manage your career, to build up resilience against stress, and to take your place as a global citizen.\\n\\nThe aim is to enable you to thrive in working in contemporary organsations. 'Improve yourself Always' addresses the need for you to continuously develop and seeks to improve your capacity to learn and adapt. 'Build Personal Resilience' helps you enhance your resilience in the face of the pressures you will experience in working in contemporary organisations. 'Your Career Your Life' guides you in taking more responsibility for mapping out and engaging in your career. 'Become a Global Citizen' discusses the need to see yourself as a citizen of the increasingly global world of work and provides insight into the strategies to deal with cultural diversity."""
"https://www.coursera.org/specializations/addressing-racial-health-inequity-in-healthcare","Addressing Racial Health Inequity in Healthcare | Coursera","['Health', 'Public Health']","[]","specialization","b'Recent events have once again put a spotlight on 400+ years of racism that has deeply entrenched our everyday structures, notably healthcare delivery. There is a significant need to provide a deep skillset to learners who have significant potential to change this system towards equity. Reducing racial and ethnic health disparities is core to the mission of public health. The healthcare delivery system contributes to these disparities in unique and complex ways.\\n\\nIn this MOOC series, we will learn about the sociological contributions and historical backdrop of why racial inequities exist in healthcare. We will also critically analyze the various causes of racial inequities in healthcare. And lastly, we will go through approaches to achieving equity in healthcare.'"
"https://www.coursera.org/specializations/administracion-de-empresas","AdministraciÃ³n de Empresas | Coursera","['Business', 'Business Essentials']","['Marketing', 'Liderazgo y gestiÃ³n', 'recursos humanos', 'Economy', 'Contabilidad', 'AdministraciÃ³n de negocios', 'Desarrollo humano', 'desarrollo profesional', 'negocios', 'Gerencia', 'GestiÃ³n', 'Estrategia']","specialization","b'Este Programa especializado est\xc3\x83\xc2\xa1 dirigido a quienes busquen profundizar en el campo de la administraci\xc3\x83\xc2\xb3n de empresas, recorriendo distintas \xc3\x83\xc2\xa1reas de esta disciplina. A trav\xc3\x83\xc2\xa9s de estos cursos te ir\xc3\x83\xc2\xa1s apropiando de diferentes saberes, entre ellos:\\n\\nComprender la importancia del desarrollo estrat\xc3\x83\xc2\xa9gico en la gesti\xc3\x83\xc2\xb3n de capital humano. Desarrollar el objetivo empresarial. Desarrollar sistemas \xc3\x83\xc2\xa1giles de gesti\xc3\x83\xc2\xb3n. Entender la relaci\xc3\x83\xc2\xb3n del marketing con el negocio, su lado estrat\xc3\x83\xc2\xa9gico y la relevancia del marketing operativo. Generar herramientas que permitan analizar y comprender apropiadamente el modo en el que el contexto econ\xc3\x83\xc2\xb3mico influye sobre el desempe\xc3\x83\xc2\xb1o de una empresa. Interpretar y utilizar la informaci\xc3\x83\xc2\xb3n contable y financiera como herramienta para el control de gesti\xc3\x83\xc2\xb3n y la toma de decisiones.'"
"https://www.coursera.org/specializations/administracion-proyectos","AdministraciÃ³n de Proyectos: Principios BÃ¡sicos | Coursera","['Business', 'Leadership and Management']","['Risk Management', 'Microsoft Project', 'Cost', 'Project', 'Project Management', 'Leadership', 'Planning', 'Project Planning', 'Management', 'Project Risk Management']","specialization","b'Planifica actividades y recursos, administra presupuestos y controla riesgos. Este Programa especializado cubre los procesos de iniciaci\xc3\x83\xc2\xb3n y planificaci\xc3\x83\xc2\xb3n de proyectos, definici\xc3\x83\xc2\xb3n y estimaci\xc3\x83\xc2\xb3n de presupuestos, as\xc3\x83\xc2\xad como la gesti\xc3\x83\xc2\xb3n de riesgos y administraci\xc3\x83\xc2\xb3n de cambios. En el proyecto final, desarrollado en asociaci\xc3\x83\xc2\xb3n con una empresa, aplicar\xc3\x83\xc2\xa1s las habilidades aprendidas al desarrollar los elementos de un proyecto vistos en los cursos previos.'"
"https://www.coursera.org/specializations/advanced-app-android","Advanced App Development in Android | Coursera","['Computer Science', 'Software Development']","['Interactive control', 'Android App Development', 'Opengl for Embedded Systems (OPENGL ES)', '3d computer graphics', 'Virtual Reality', 'Android Studio', '2d computer graphics', 'Android', 'Opengl++', 'VR', 'Sensors', 'Textures']","specialization","b'This Specialization is intended for learners with basic knowledge in Android app development seeking to develop knowledge in computer graphics and virtual reality in Android. Through the 4 courses, you will learn basic computer graphics theories and practical implementations of 3D graphics, OpenGL ES, and Virtual Reality on Android which will prepare you to design and develop immersive 3D and virtual reality Android app.'"
"https://www.coursera.org/specializations/advanced-data-science-ibm","Advanced Data Science with IBM | Coursera","['Data Science', 'Machine Learning']","['Data Science', 'Internet Of Things (IOT)', 'Deep Learning', 'Apache Spark', 'Statistics', 'Machine Learning', 'Long Short-Term Memory (ISTM)']","specialization","b""As a coursera certified specialization completer you will have a proven deep understanding on massive parallel data processing, data exploration and visualization, and advanced machine learning & deep learning. You'll understand the mathematical foundations behind all machine learning & deep learning algorithms. You can apply knowledge in practical use cases, justify architectural decisions, understand the characteristics of different algorithms, frameworks & technologies & how they impact model performance & scalability.\\n\\nIf you choose to take this specialization and earn the Coursera specialization certificate, you will also earn an IBM digital badge. To find out more about IBM digital badges follow the link ibm.biz/badging."""
"https://www.coursera.org/specializations/advanced-grammar-punctuation","Learn English: Advanced Grammar and Punctuation | Coursera","['Language Learning', 'Learning English']","['English Grammar', 'Punctuation', 'Grammar', 'English Language', 'Perfect Tenses']","specialization","b""This specialization follows our Learn English: Intermediate Grammar specialization and includes more advanced grammar concepts such as noun clauses and conditionals. You'll also learn how to blend verb tenses effectively and how to punctuate sentences correctly. This specialization is useful for non-native English speakers who want to improve their fluency or native speakers who want to improve their accuracy in using English for academic or professional purposes."""
"https://www.coursera.org/specializations/advanced-machine-learning-tensorflow-gcp","Advanced Machine Learning on Google Cloud | Coursera","['Data Science', 'Machine Learning']","['Tensorflow', 'Convolutional Neural Network', 'Estimator', 'Advanced Machine Learning']","specialization","b'This 5-course specialization focuses on advanced machine learning topics using Google Cloud Platform where you will get hands-on experience optimizing, deploying, and scaling production ML models of various types in hands-on labs. This specialization picks up where \xc3\xa2\xc2\x80\xc2\x9cMachine Learning on GCP\xc3\xa2\xc2\x80\xc2\x9d left off and teaches you how to build scalable, accurate, and production-ready models for structured data, image data, time-series, and natural language text. It ends with a course on building recommendation systems. Topics introduced in earlier courses are referenced in later courses, so it is recommended that you take the courses in exactly this order.'"
"https://www.coursera.org/specializations/advanced-python-scripting-for-cybersecurity","Advanced Python Scripting for Cybersecurity | Coursera","['Information Technology', 'Security']","[]","specialization","b'Python is one of the most popular and widely-used programming languages in the world, due to its high usability and large collection of libraries. This learning path provides an application-driven introduction to using advanced Python features for offensive and defense cybersecurity. This path demonstrates how some of the advanced functionality in Python packages can be applied to cybersecurity and how to automate multi-stage attack chains and defensive operations using Python. This Advanced Python Scripting for Cybersecurity Skills Path builds on the Python for Cybersecurity skills path to demonstrate advanced applications of Python for cybersecurity.'"
"https://www.coursera.org/specializations/advanced-spacecraft-dynamics-control","Advanced Spacecraft Dynamics and Control | Coursera","['Physical Science and Engineering', 'Physics and Astronomy']","['constrained multi-body system', 'variable speed CMG', 'Reaction Wheels', 'momentum based attitude control', 'Analytical mechanics', 'Variable Speed Control Moment Gyroscopes', 'Control Moment Gyroscopes (CMGs)', 'Nonlinear Attitude Control', 'RW Performance Envelopes', 'Lagrangian Dynamics', 'holonomic constraints', ""D'Alembert's Principle""]","specialization","b'This Specialization on advanced spacecraft dynamcis and control is intended for experienced spacecraft dynamics and GNC engineers and researchers. It is assumed the viewer has completed the prior spacecraft dynamics specialization already. Through 3 courses we cover the topics of momentum-based attitude dynamics and control, we derive analytical methods to model complex spacecraft systems, and finally conclude with a captstone project course. After this course you will be prepared to model the dynamics of spacecraft systems with time varying components (reacton wheels, CMS, deployable panels, etc.).'"
"https://www.coursera.org/specializations/advanced-statistics-data-science","Advanced Statistics for Data Science | Coursera","['Math and Logic', 'Math and Logic']","['R Programming', 'Linear Regression', 'Statistical Hypothesis Testing', 'Statistics', 'Linear Algebra', 'Confidence Interval', 'Biostatistics']","specialization","b""Fundamental concepts in probability, statistics and linear models are primary building blocks for data science work. Learners aspiring to become biostatisticians and data scientists will benefit from the foundational knowledge being offered in this specialization. It will enable the learner to understand the behind-the-scenes mechanism of key modeling tools in data science, like least squares and linear regression.\\n\\nThis specialization starts with Mathematical Statistics bootcamps, specifically concepts and methods used in biostatistics applications. These range from probability, distribution, and likelihood concepts to hypothesis testing and case-control sampling.\\n\\nThis specialization also linear models for data science, starting from understanding least squares from a linear algebraic and mathematical perspective, to statistical linear models, including multivariate regression using the R programming language. These courses will give learners a firm foundation in the linear algebraic treatment of regression modeling, which will greatly augment applied data scientists' general understanding of regression models.\\n\\nThis specialization requires a fair amount of mathematical sophistication. Basic calculus and linear algebra are required to engage in the content."""
"https://www.coursera.org/specializations/advanced-system-security-design","Advanced System Security Design | Coursera","['Computer Science', 'Computer Security and Networks']","['DDoS attacks and defenses', 'Cloud Computing Security', 'Security and Privacy in Tor network', 'geolocation-based access control', 'Attribute-Based Access Control']","specialization","b'This specialization is intended for intermediate level learners with basic programming skills and basic cybersecurity knowledge. Through this course learner will learn about advanced secure software techniques such as those for cloud computing, TOR, web-based cryptography, and geo-location/context based access control. With these techniques, learners will be better prepared to implement new security and privacy preserving data security features, to perform secure system design and implementation, vulnerability analysis, and Securely Provision (SP), Operate and Maintain (OM), Oversee and Govern (OV), Protect and Defend (PR), Analyze (AN), Collect and Operate (CO), and investigate (IN) tasks.'"
"https://www.coursera.org/specializations/aerospace","Digitalisation in Aeronautics and Space | Coursera","['Physical Science and Engineering', 'Mechanical Engineering']","[]","specialization","b'View the Specialization trailer: https://youtu.be/nbbgAkJUbRo\\n\\nDigitalisation is changing our society and the working world, creating new processes and radically altering existing workflows. Aerospace is being impacted like every other scientific field and innovation without digitalisation is no longer conceivable. The three-part MOOC series \xc3\xa2\xc2\x80\xc2\x9cDigitalisation in Aeronautics and Space\xc3\xa2\xc2\x80\xc2\x9d is thus devoted to examining the transformations that have already occurred and forthcoming likely changes, posing the question: what will aerospace science be like in future and what will the influence of digitalisation be on research? An array of research fields are focused on in relation to this question, including artificial intelligence in earth observation, robots in production and digital avionics networks, among others.'"
"https://www.coursera.org/specializations/agile-development","Agile Development | Coursera","['Computer Science', 'Design and Product']","['hypothesis-driven development', 'Design Thinking', 'User Experience (UX)', 'agile', 'Lean Startup', 'agile user stories', 'User Experience Design (UXD)', 'Agile Software Development', 'Product Management', 'Software Development', 'Usability Testing', 'Continuous Delivery']","specialization","b""Beyond practices and beyond principles, you'll learn the applied skills that enable an agile team to succeed. While applying an evidence-based approach across the four courses, you'll practice what you've learned by creating an actionable, adaptive focus for a digital product team."""
"https://www.coursera.org/specializations/agile-leadership-change-management","Agile Leadership | Coursera","['Business', 'Leadership and Management']","['Agile Leadership', 'Agile Management', 'Scrum (Software Development)', 'Change Management', 'Project Management']","specialization","b'Constant fast change has become a reality of our time. Agile has become a popular leadership philosophy and a project management methodology for addressing this reality. While the theory is simple, it\xc3\xa2\xc2\x80\xc2\x99s much more challenging to become Agile in practice.\\n\\nTo bridge the gap between an easy theory and complex application, you will learn three critical success components for executing the complexity of Agile in practice: the neuroscience of change, social psychology, and change management.\\n\\nIn this specialization, you will learn how to become an agile leader, how to build agile teams by using Agile philosophy and Scrum tools, and how to approach transforming a traditional organization into agile.\\n\\nThis specialization will prepare you to build change-resiliency within yourself, your team, and your organization and implement Agile practices where appropriate to leverage its maximum benefits.'"
"https://www.coursera.org/specializations/ai-for-business-wharton","AI For Business | Coursera","['Business', 'Leadership and Management']","['Artificial Intelligence (AI)', 'Machine Learning', 'Management', 'Analytics', 'Fraud Prevention']","specialization","b'This specialization will provide learners with the fundamentals of using Big Data, Artificial Intelligence, and Machine Learning and the various areas in which you can deploy them to support your business. You\'ll cover ethics and risks of AI, designing governance frameworks to fairly apply AI, and also cover people management in the fair design of HR functions within Machine Learning. You\'ll also learn effective marketing strategies using data analytics, and how personalization can enhance and prolong the customer journey and lifecycle. Finally, you will hear from industry leaders who will provide you with insights into how AI and Big Data are revolutionizing the way we do business.\\n\\nBy the end of this specialization, you will be able to implement ethical AI strategies for people management and have a better understanding of the relationship between data analytics, artificial intelligence, and machine learning. You will leave this specialization with insight into how these tools can shape and influence how you manage your business.\\n\\nFor additional reading, Professor Hosanagar\'s book ""A Human\xc3\xa2\xc2\x80\xc2\x99s Guide to Machine Intelligence"" can be used as an additional resource,"". You can find Professor Hosanagar\'s book on his personal website or at Penguin Randomhouse.'"
"https://www.coursera.org/specializations/ai-for-medicine","AI for Medicine by deeplearning.ai | Coursera","['Data Science', 'Machine Learning']","['model interpretation', 'Image Segmentation', 'natural language extraction', 'Machine Learning', 'time-to-event modeling', 'Deep Learning', 'model evaluation', 'Multi-class classification', 'Random Forest', 'model tuning', 'treatment effect estimation', 'machine learning interpretation']","specialization","b'AI is transforming the practice of medicine. It\xc3\xa2\xc2\x80\xc2\x99s helping doctors diagnose patients more accurately, make predictions about patients\xc3\xa2\xc2\x80\xc2\x99 future health, and recommend better treatments. This three-course Specialization will give you practical experience in applying machine learning to concrete problems in medicine.\\n\\nThese courses go beyond the foundations of deep learning to teach you the nuances in applying AI to medical use cases. If you are new to deep learning or want to get a deeper foundation of how neural networks work, we recommend taking the Deep Learning Specialization.'"
"https://www.coursera.org/specializations/ai-foundations-for-everyone","AI Foundations for Everyone | Coursera","['Data Science', 'Data Analysis']","['Data Science', 'Deep Learning', 'Artificial Intelligence (AI)', 'Machine Learning', 'Watson (Computer)', 'Jobs', 'Application Programming Interfaces (API)', 'watson']","specialization","b'Artificial Intelligence (AI) is no longer science fiction. It is rapidly permeating all industries and having a profound impact on virtually every aspect of our existence. Whether you are an executive, a leader, an industry professional, a researcher, or a student - understanding AI, its impact and transformative potential for your organization and our society is of paramount importance.\\n\\nThis specialization is designed for those with little or no background in AI, whether you have technology background or not, and does not require any programming skills. It is designed to give you a firm understanding of what is AI, its applications and use cases across various industries. You will become acquainted with terms like Machine Learning, Deep Learning and Neural Networks.\\n\\nFurthermore, it will familiarize you with IBM Watson AI services that enable any business to quickly and easily employ pre-built AI smarts to their products and solutions. You will also learn about creating intelligent virtual assistants and how they can be leveraged in different scenarios.\\n\\nBy the end of this specialization, learners will have had hands-on interactions with several AI environments and applications, and have built and deployed an AI enabled chatbot on a website \xc3\xa2\xc2\x80\xc2\x93 without any coding.'"
"https://www.coursera.org/specializations/ai-healthcare","AI in Healthcare by Stanford University | Coursera","['Data Science', 'Machine Learning']","[]","specialization","b""Artificial intelligence (AI) has transformed industries around the world, and has the potential to radically alter the field of healthcare. Imagine being able to analyze data on patient visits to the clinic, medications prescribed, lab tests, and procedures performed, as well as data outside the health system -- such as social media, purchases made using credit cards, census records, Internet search activity logs that contain valuable health information, and you\xc3\xa2\xc2\x80\xc2\x99ll get a sense of how AI could transform patient care and diagnoses.\\n\\nIn this specialization, we'll discuss the current and future applications of AI in healthcare with the goal of learning to bring AI technologies into the clinic safely and ethically.\\n\\nThis specialization is designed for both healthcare providers and computer science professionals, offering insights to facilitate collaboration between the disciplines.\\n\\nCME Accreditation\\n\\nThe Stanford University School of Medicine is accredited by the Accreditation Council for Continuing Medical Education (ACCME) to provide continuing medical education for physicians. View the full CME accreditation information on the individual course FAQ page."""
"https://www.coursera.org/specializations/ai-product-management-duke","AI Product Management | Coursera","['Data Science', 'Machine Learning']","['Data Science', 'Artificial Intelligence (AI)', 'Machine Learning', 'Predictive Analytics', 'Modeling', 'Artificial Neural Network', 'Project Management', 'Privacy', 'Design Thinking', 'Ethics']","specialization","b'Organizations in every industry are accelerating their use of artificial intelligence and machine learning to create innovative new products and systems. This requires professionals across a range of functions, not just strictly within the data science and data engineering teams, to understand when and how AI can be applied, to speak the language of data and analytics, and to be capable of working in cross-functional teams on machine learning projects.\\n\\nThis Specialization provides a foundational understanding of how machine learning works and when and how it can be applied to solve problems. Learners will build skills in applying the data science process and industry best practices to lead machine learning projects, and develop competency in designing human-centered AI products which ensure privacy and ethical standards. The courses in this Specialization focus on the intuition behind these technologies, with no programming required, and merge theory with practical information including best practices from industry. Professionals and aspiring professionals from a diverse range of industries and functions, including product managers and product owners, engineering team leaders, executives, analysts and others will find this program valuable.'"
"https://www.coursera.org/specializations/algebra-elementary-to-advanced","Algebra: Elementary to Advanced | Coursera","['Math and Logic', 'Math and Logic']","[]","specialization","b'This specialization is intended for students looking to solidify their algebra and geometry necessary to be successful in future courses that will require precalculus and calculus. Quantitiative skill and reasoning are presented throughout the course to train students to think logically, reason with data, and make informed decisions.'"
"https://www.coursera.org/specializations/algorithms-for-battery-management-systems","Algorithms for Battery Management Systems | Coursera","['Physical Science and Engineering', 'Electrical Engineering']","['Design equivalent-circuit models for lithium-ion battery cells', 'Implement state-of-charge estimators for lithium-ion battery cells', 'Understand how lithium-ion battery cells work and basic requirements of battery-management systems', 'Implement state-of-health estimators for lithium-ion battery cells', 'Understand balancing requirements and implement power estimators for lithium-ion battery packs', 'Understand the requirements of a battery-management system', 'Understand how lithium-ion battery cells work', 'How to implement state-of-charge (SOC) estimators for lithium-ion battery cells', 'Hâ\x80\x8bow to implement state-of-health (SOH) estimators for lithium-ion battery cells', 'Hâ\x80\x8bow to design balancers and power-limits estimators for lithium-ion battery packs']","specialization","b'In this specialization, you will learn the major functions that must be performed by a battery management system, how lithium-ion battery cells work and how to model their behaviors mathematically, and how to write algorithms (computer methods) to estimate state-of-charge, state-of-health, remaining energy, and available power, and how to balance cells in a battery pack.'"
